PROFONDEUR_TOIT	PROFONDEUR_BASE	ID_UNITE_GEOL	NPXY
0.7	1.5	8758	2
0.3	0.55	24333	2
0.2	0.4	24317	2
0	0.2	24325	1
0	0.25	24314	1
0	0.7	8758	2
1.5	2.9	8759	6b
2.45	5	8764	6b
0	0.25	24339	1
2.2	7.8	24329	7c1
0.55	1.5	24334	6d
0.4	4	24341	7d
0	0.1	8760	2
1.5	3.55	24335	7d
0	0.2	24319	1
0	0.3	24381	1
0.9	1.6	24390	7e2,3
0.9	4	11604	9a
1.3	1.45	24378	4a
0	0.3	24412	7d1
3	3.4	24380	7e2
0	0.1	24407	2
0.3	1.3	24377	3
0.7	1.3	24370	6c12
4.7	5.8	11603	11c1
4.9	6.5	15390	11d1
1.1	3.7	15397	11c1
3	4.5	10059	11c1
0	0.9	24414	7d1
3.2	3.4	24390	7e1
0.08	0.4	24403	2
0	0.3	24416	1
0.7	1.7	24372	3c
0	0.4	24388	1
1	1.8	24387	7d,3
0.3	1	24382	2
2.2	4	15293	11c1
1.2	4.4	24404	6d1
1.3	3	24370	6c12
1.9	2.6	24408	6d12
0	0.7	24371	1
2.7	5.1	11601	9a
0.3	0.6	24407	2
3	3.6	24348	6e2
0.5	5.8	24364	7d1
1.8	8	24387	7d1
1.8	8	24385	7d1
0.2	0.5	24386	1
0.3	2.7	11601	9ac
0.8	1.1	15398	9a
0	0.6	24347	1
0	0.8	24413	7d1
0.5	1.1	24410	2
0.4	0.7	24369	3
4.4	6.2	24404	6e12
4.5	6.3	15392	11c1
1.6	3.2	24390	7e1
2.5	3	10060	9a
4.3	4.5	15393	9a
1	2.5	24418	7d12
1.1	3	24411	6a
0.4	1.2	24403	2
0	0.3	24376	1
2.6	5.5	15402	11c1
0	0.2	24386	1
0.2	1.1	24384	1
0	0.9	24415	7d,3
0.4	0.9	24389	3
0	0.5	24363	1
2.7	4.3	24415	7d1
0.6	1.1	24407	2
0	0.05	24410	2
2.7	4.7	24417	7d1
0.9	3	24348	6bc
0.6	0.9	24347	1
3	5.2	24411	6e1
0.2	0.4	24368	2
2	2.3	24383	6a1
1.9	2.6	15403	9ac
2.6	5.3	24409	7e12
1.1	1.8	24385	7d,3
0	1.9	15403	9a
1.6	2.7	24417	7d12
0.5	1	24386	1
0	2.2	24419	7d1
0	0.2	24367	1
4	4.7	11604	9ac
0	0.08	24403	2
0	0.2	24384	1
1	2	24383	6a1,3
0	1	24418	7d1
0.05	0.5	24410	2
1.1	1.9	24408	6a
0.9	2.7	24415	7d12
0.3	1.6	24417	7d,3
4.7	4.9	15391	9a
1.45	3	24379	6e1
6.2	14	24404	6e2
5.1	5.9	11600	11c1
0.1	0.3	24407	2
2.7	3.5	3476	3d
0	0.8	24494	3c
3.3	6	24513	7d1
4	7.1	24489	6d12
0.6	12.5	987	7d
7.1	10	4777	6e12
11	11.9	1008	7c
3	5	4774	6e2
3.2	3.6	24487	6e2
0.15	2.5	4773	2c
0	0.1	24544	1
5.9	12	850	7c1
1.4	1.8	24525	7c,3
0.25	0.7	981	1
0	0.4	24441	1
6.3	9.8	993	7ac
6	6.3	6815	4ac
0	0.3	3474	1
0	0.5	24480	5d2
0.5	3.2	6815	4ab
3.5	8	3477	7e1
9.8	12.2	993	7d
1	4.1	24493	7c1
5.5	6	6815	4c
0.8	2	24504	8d2
0.7	1.6	24543	7c,3
0.2	0.4	24539	3
1	1.9	24508	7d,3
12	12.2	973	7d
1.4	3.3	24431	4ac
8.9	10	15370	9a
1.6	4.2	24543	7c1
8.2	8.9	15370	9b
1.1	3.3	24511	7d1
0	1.5	24490	3c
0.4	1.6	7098	3c
2	3.1	24435	7d,3
0	0.2	24509	1
0.4	10.2	24485	6b2
0	0.3	24502	1
5.9	7.1	4776	2c
0	1	24529	1
0.95	2.5	24514	2
1.3	1.4	24430	2
0	0.3	1007	1
0	0.2	24428	2
0	0.5	3472	1
16.2	17.1	24483	6d2
0.35	0.8	970	1
0.15	0.95	24514	2
0.3	0.95	1007	1
0	0.25	24497	1
0	0.15	24514	2
1.1	6.9	896	6d1
0.7	4	24489	6d2
0	0.65	370	2
0.6	1.6	24487	6d2
3.1	5.9	850	7d1
6.9	12	892	9a
0.8	3.1	24495	7c1
8	10.5	24489	6d2
0	0.1	24512	2
10.2	10.8	24485	6d2
5.2	10.5	24481	6d12
0.7	1.2	24443	7d1,3
0.8	2	24434	2
0.25	0.7	24542	3
0.4	0.7	24442	3c
1.6	2.2	7099	7d1,3
0.2	0.6	24510	3
10	11	973	7
0	0.4	991	1
2	3.3	24505	7c1
0	0.4	7097	1
0	0.2	24506	1
0.2	1.3	24430	2
0.2	0.6	4171	3
1.1	3.1	849	6d,3
0.7	9	982	7d
3.3	4.7	24431	4d
0.4	1.7	24445	3c
3.1	44.5	24435	7d1
1.1	5.4	3473	7e1
0	0.2	24538	1
0.3	2.7	3475	2
0	0.2	4170	1
1.15	2.85	372	7d1
0.2	0.4	24428	2
0	0.05	893	1
3.6	11.6	24487	6b2
1.5	4	24491	7c1
0	0.6	24496	1
2.5	3.05	24515	7d1
0	0.5	6814	2
0.7	2.9	24546	5d1
1.8	2.3	24500	8c2
7.1	8	24489	6e2
0	0.25	985	1
11	12	973	7d
1.6	3.2	24531	7c,3
0.9	6.3	993	7d
1.4	3.5	24528	7c1
0.4	1.8	24540	7c,3
0.05	0.6	893	1
1.2	3.6	24443	7d1
5	8.35	4774	6e12
0	0.4	24444	1
1.1	1.8	24499	7c1
0.25	0.6	985	1
5	5.5	6815	4c
0.8	1.4	24527	6d12
0.5	1.1	3472	1
1.2	2.7	3478	2
3.05	6	24515	7d12
1.8	4.2	24525	7c1
2.85	6.2	372	7c1
1	1.6	24530	2
2	3.2	24487	6c2
0.25	1.1	24498	3
0.95	10	1008	7c
5.2	10	24431	4b
10.8	15.8	24485	6e2
0	1	24492	3c
0.6	1.2	3478	2
0	0.2	24430	2
0	0.7	24482	5d2
17.1	20.4	24483	6e2
0.2	1	24507	3
0	0.6	24486	5b2
2.5	3	4773	2c
1.8	4.45	24540	7c1
0	0.25	981	1
10	11	1008	7
0	0.15	4772	1
4.7	5.2	24431	4c
0.5	10	973	7d
0	0.7	24488	5b2
7	8.2	24429	4b
0	0.35	972	1
3.2	3.7	6815	4ac
10.5	15.5	24489	6bc2
0.9	1.4	24524	6d12
5.5	5.6	24447	7d12
3.7	4.7	6815	4c
2.9	3.8	24547	4a
0.35	0.5	972	1
1.9	4.4	24537	7c1
0.2	0.5	24536	3
2.3	3.7	24501	7c1
11.6	15.2	24487	6e2
0	0.35	970	1
0.6	1.5	4172	7c,3
12.5	19.9	24481	6c2
1.7	5.5	24446	6c2
0.4	7	24429	4c
0	0.2	24535	1
1.9	4.3	24508	7d1
0.65	1.15	371	3
5	11.2	24483	6d12
11.2	16.2	24483	6c2
6.2	10	373	9a
0	0.3	4775	1
3.2	4.4	24531	7c1
0.55	3.3	24512	2
0.6	1.1	24511	7d,3
0	0.15	848	1
1.6	2	24487	6e2
0.8	9.2	971	7d
0.6	1.1	893	1
0.4	0.9	991	1
0	0.4	24484	5b2
2.7	5.3	3479	7e1
0.15	1.1	848	1
0.5	1.9	24537	7c,3
0.3	0.8	24503	3
10.5	12.5	24481	6d2
4	5.9	4776	2c
0.1	0.55	24512	2
0.7	5	24483	6d2
1.5	4.4	4172	7c1
0.5	5.2	24481	6d2
0	0.8	24526	1
19.9	20.6	24481	6e2
0.1	0.7	24545	2
0	0.9	24523	1
0	0.8	24433	1
2.2	4	7099	7d1
0	0.25	24541	1
0.3	4	4776	2c
4.7	5	6815	4bc
0.2	0.6	249	1
1.7	5.5	24567	7d12
2.5	4	1753	7d1
0	0.1	8780	1
0	0.4	24560	1
6	6.25	8782	6
5.5	15	24567	7d2
4.4	6	8784	6d2
1.1	2.6	3950	7d1
0.3	0.8	24579	3
0.8	2.35	8784	6b
1.2	5	24563	7d12
0.3	0.6	1742	2
0.5	2.7	568	2
0	0.2	249	1
0.2	6.4	291	6d1
8.5	10	1731	7d2,3
5	15	24571	7d2
0	0.4	1728	1
0.4	6	8782	6b
0.2	1.6	1378	1-2
5.5	8	24555	7d2
6.4	7.2	292	7d1
0.2	1.1	3949	1-2
10	20.2	1731	7d1
2.8	3.2	1376	1-2
0.8	2.5	1749	6e1
0.3	0.5	24553	3c
3	11	252	8ab
2.35	3.2	8784	6b
1.1	3.6	24574	7d1
0.2	0.6	24569	3c
0	0.2	1376	1-2
1.55	1.8	235	7c1
0.1	0.4	8781	2
0.6	1	1743	6e,3
0	0.2	24575	1
0.1	0.5	568	2
0	0.3	24552	1
0	0.65	8785	2
0	0.4	24564	1
0.08	0.2	3949	1-2
0.2	1.1	24573	2
0.4	1.45	1729	2
1.6	2	1378	1-2
0.5	1.3	24554	6d1
1	2	24558	6d1
2	6	24559	7d12
1.65	3.8	24577	7b
3.6	4.35	24574	7d1
0	0.3	24578	1
0.4	0.8	1748	2
0.4	0.8	24565	3c
0	0.4	1751	2
6	14	236	7c
1.6	2.3	1376	1-2
1.3	5.5	24555	7d12
0	0.4	24556	1
0.5	1.65	24577	7c1
0.7	1.2	24562	6d1
1.8	2.6	234	8ab
2	5	24571	7d12
0.2	0.5	24576	2
0.3	1.55	233	1
1	3.2	1743	6e1
0.4	1	24557	3c
0	0.5	24548	1
2.6	3	234	8b
0	0.4	1748	2
2	4	24551	7d12
3.2	4	1744	7d1
1.5	2.5	1752	6e1
0	0.2	1378	1-2
2.3	2.8	1376	1-2
0.6	1.6	250	3c
0.8	3.3	24580	7d1
1	2	24550	6d1
1.6	3	251	7c1
2.5	4	1750	7d1
0.3	3.2	566	2
0	0.8	8783	2
5.6	6	8786	6b
0	0.2	290	1
4	15	24551	7d2
0.4	1.1	1751	2
14	20	237	9a
0	0.2	24572	1
1.1	1.5	1752	6e,3
0	0.2	24568	1
2.6	7.1	3950	7c1
3.2	4.4	8784	6b
0.2	1.6	1376	1-2
0.65	5.6	8786	6b
0	0.1	567	1
6	15	24559	7d2
0	0.3	565	1
3.8	4.2	24577	7d1
1.45	2.4	1730	6e1
0	0.3	233	1
0.5	1	24549	3
0.6	2	24570	6d1
11	16	253	7c1
0	0.3	1742	2
0	0.08	3949	1-2
0.8	1.7	24566	6d1
2.4	8.5	1731	7d1
3	6	234	8ab
5	15	24563	7d2
0.4	0.7	24561	3c
6	24	368	7d
38	43	376	9bc
24	36	369	9a
0	2	367	1
36	38	376	9b
25	28	23909	14-15e
5	7	23907	7c
34	47	366	9b
0	1	374	1
47	56	366	9a
43	60	376	9b
2	6	368	7e
13	34	366	9a
13	36	376	9a
7	10	23908	9a
0	2	23906	2ac
1	6	365	7e
13	15	23908	9a
60	64	376	9c
36	54	369	9b
0	1	364	1
14	25	1080	9a
0.7	1.4	1078	2
1	7	375	7e
10	13	23908	9a
1.4	14	1079	7cd
2	5	23907	7c
7	13	375	7d
6	13	365	7d
0	0.7	24603	1
15	25	23908	9a
0.3	2.2	1792	4b
0	0.3	14859	1
6.8	7.9	1359	9a
4.8	6.8	1359	9a
7.9	11.9	1359	9b
11.9	27	1359	9a
2.2	3.8	1792	4b
3.8	4.8	1792	4a
6.2	10	24709	7cd1
0.5	1.4	24653	2
0	0.05	1470	1-2
5.2	6	1092	7d
1.6	2.6	24676	2
0.1	0.4	24639	2
3	4	24637	2
0.15	0.6	24698	3
4.1	6.6	24678	6e1
0	0.05	24662	1
0	0.05	24673	1
1.3	4	1472	7d1
0.1	2	24641	2
18.4	19.5	24606	7c1
0.05	1.3	24663	3
5	6.1	24639	2
6.6	8.6	24679	7d1
0.6	1.2	24674	3
0.3	18	12696	2
11.6	13.4	24644	9a
0	3	24637	2
3.55	6	24666	7d1
3.6	5.3	24708	2
17.1	18.1	24649	2
0.15	0.6	1476	1-2
6.1	8	24640	9a
0	0.1	24653	2
1.7	6	24661	7d1
1.8	11	24643	2
3.1	3.6	24708	2
5.3	6.2	24708	2
0.12	0.8	24676	2
0	6.2	11735	2
0.6	2.1	24654	2
0	2.3	1089	2
4.6	8	24638	9a
11	11.6	24643	2
2.8	9	24669	7e1
0	0.05	24654	2
4	4.6	24637	2
0.2	0.8	1463	1-2
0.4	0.8	1449	1
2.6	4.1	24677	3
0.4	5	24639	2
38.5	41.5	12698	12d
0	0.15	24697	1
2.3	3.75	1091	6c
0.05	1.5	24708	2
0.8	3	24658	4ab
0	0.12	24676	2
1.1	1.7	24660	3
0	0.1	24667	1-2
8.6	11	24679	7ac
18	20.5	12697	9c
0	0.1	24643	2
1.2	2.7	24675	7d,3
2.8	4.3	1451	7d1
0	0.4	1449	1
3.75	5.2	1091	6de
2.5	12	24700	7c1
0.15	1.1	24660	3
17.5	18.4	24605	8c1
3.8	9	24672	7e1
0.1	0.5	24653	2
2.2	2.8	1450	3
0	0.8	24657	2
2.7	8.6	24675	7d1
1.3	2.1	24664	7d,3
0.8	1.5	1450	3
0	0.3	12695	1
0.1	0.7	24667	1-2
0.8	1.2	1463	1-2
0.9	2.5	24671	3
2	6.6	24641	2
7.4	9.5	24642	9a
6.2	10.9	11735	2
0	0.2	1463	1-2
0.7	3	24656	4ab
0.05	0.6	1470	1-2
1.4	2.1	24653	2
0.1	0.9	24670	1-2
0.6	1.3	1471	6d1
8.6	10	24675	7ac
11.5	17.5	1465	7c1
0.8	1.6	24676	2
10.2	17.1	24649	2
0	0.1	24670	1-2
2.5	3.8	24672	7c1
1.7	4.2	1478	7d1
1.5	2.4	24708	2
0	8.7	24649	2
2.1	2.9	24664	7d1
0	0.05	24707	1
0.6	1.1	1476	1-2
0.7	1.2	24668	3
2.2	11.5	1465	7d1
1.5	2.2	1450	3
0	0.15	24659	1
0	0.15	1476	1-2
0	0.7	24655	2
0	0.1	24639	2
0.1	1.8	24643	2
17.6	22	11736	9a
0.6	2.5	24699	6e1
18.1	22	24650	9a
0.05	0.6	24674	3
0	0.1	24641	2
1.1	1.7	1477	6d1
2.4	3.1	24708	2
20.5	38.5	12697	9a
1.2	2.8	24669	7c1
6.6	7.4	24641	2
8.7	10.2	24649	2
1.2	2.2	1464	6d1
0.05	0.6	24654	2
10.9	17.6	11735	2
2.9	3.55	24665	8c1
19.5	20	1466	9a
52	56	24721	14-15b,3
56	200	24721	14-15e
20	52	24720	9a
8	10	24719	7e
4	8	24719	7e
10	18	24719	7a
18	20	24719	7b
0	4	24719	7d
1.6	5.4	14261	6a
3.6	7.3	2690	7e12
0.5	3.6	2689	2
23.6	31.75	14259	12e
23.5	23.6	14263	9a
1	1.6	14261	6a
0	0.5	2689	2
0	1	14260	1
7.3	16	2688	9a
5.4	23.5	14262	7e
5.3	9.5	165	7d1
0	0.4	1012	1
9.2	10	1065	7bc
0.05	0.5	1064	2
0.5	5.6	1065	7c
0.6	5.3	163	6d1
0.2	0.6	164	3
7	7.5	1065	7bc
0.4	1.5	1013	2
5.6	7	1065	7c
7.5	8.8	1065	7c
0	0.05	1064	2
0	2.5	24713	5e2
0	0.2	159	1
9.5	10	166	9a
1.5	10.4	1014	7c
8.8	9.2	1065	7c
2.5	6	24714	6e2
0	0.4	24365	1
0.4	1	24365	1
1.6	8.9	24362	7d1
1	7.8	24366	7d1
0	0.8	24361	1
8.9	9.6	15463	9a
0.8	1.6	24361	1
0	0.3	24424	3
0.3	2.2	24425	4a
2.2	10.8	10057	9a
0	0.2	24850	1
0.1	0.6	24834	3c
7	10.25	24796	7d1
0.7	1	24805	3c2
1.1	2	24839	7c1
0.7	1.5	24846	7d1,3
3.75	4.6	24854	8b
0	0.2	24844	1
0	0.25	24804	2
4	5.6	24799	6d12
0.2	0.8	24795	1
2.3	3.75	24853	7c1
0.3	1.1	24857	1
5.6	14	24794	7d12
0	0.2	24829	1
1	1.85	24814	7d1,3
0	0.2	24815	2
0.5	0.7	24822	1
0	0.3	24801	2
2.3	3.7	24828	7d1
1.3	4	24799	6d1
1	1.5	24802	6d,3
0.5	1	24813	3c
0.8	5	24796	7d1
2	3.1	24824	7d,3
0.1	0.8	24837	3c
0.3	1.3	24798	2
0	0.3	24822	1
0.2	0.5	24812	2
0.8	1.5	24849	7d1,3
5	7	24796	7d12
0.6	2.3	24852	3c
2.8	3.5	24810	7e1
0	0.3	24797	1
0	0.2	24825	1
1.2	1.4	24827	6a
0.3	0.6	24851	1
0.2	0.7	24845	3c
0.3	1	24801	2
1	6	24816	7d1
0.3	0.9	24808	2
0.4	0.8	24831	3c
1.85	6	24814	7d1
0	0.3	24857	1
0.4	1.2	24826	2
2.9	5.6	24794	7d1
0.3	0.5	24822	1
3	3.5	24803	7e1
0	0.15	24791	1
0.2	0.3	24841	2
0.15	1.7	24792	2
3.1	3.8	24824	7d1
0	0.2	24847	1
1.8	2.8	24809	6d1
1.5	3.4	24846	7d1
0.2	0.4	24825	1
1.7	2.9	24793	6d1
0	0.1	24833	1
0.25	0.7	24804	2
0	0.3	24808	2
0.2	0.4	24830	2
2.9	3.5	24807	7e1
14	18	24794	7d1
0.6	3.5	24835	7c1
0.3	0.8	24842	3c
2	2.9	24806	6d1
0.9	1.8	24809	6d,3
0.8	3.5	24832	7c1
0	0.3	24851	1
0.8	1.5	24856	7d1,3
11.5	15	24796	7d1
1.5	3	24802	6d1
1.1	5.1	24858	7c1
0.2	0.8	24855	3c
1	2	24806	6d,3
1.5	3.5	24849	7d1
1.4	2.3	24828	7d,3
0	0.2	24811	1
0.7	2	24823	6a
10.25	11.5	24796	7d12
0	0.2	24795	1
0.8	1	24843	7c1
0	0.2	24840	1
0.2	0.8	24848	2
0	0.1	24836	1
5.6	10	24800	7d12
0.2	1	24816	7d1,3
0.8	1.1	24838	6b12
1.5	3.5	24856	7d1
0.3	0.6	24919	2
0.3	0.7	24870	1
0	0.5	25150	2
11.4	11.8	8288	9a
9.5	12.5	8282	9a
3.8	5.3	8293	7d1
1.3	1.8	24878	7d1
0	0.3	24879	1
0.8	1.4	24875	7d1,3
0	0.3	24889	1
0	0.3	24910	1
0.7	1.2	24888	7d12,3
0	0.1	8280	1
0	0.25	24876	1
0.6	3	24884	7d1
0	0.15	23454	2
0.2	0.4	24891	1
12.7	13.4	8282	9a
0.1	0.35	8280	1
13.6	15	8283	12d1
0.6	1	24818	2
0.3	0.7	24887	1
0.4	0.9	24892	3c
10.3	10.6	8295	12d1
0.3	0.7	24881	1
0.6	3.8	8293	7d,3
0	0.3	24881	1
0.2	0.6	24818	2
2	2.9	24912	7c1
1.7	3.5	24861	4a
0	0.3	24885	1
0	0.2	24817	2
0.9	2.1	25152	3c
1.9	2.7	8287	7c,3
0	0.4	24873	1
0.3	0.6	8292	3d
0.5	0.3	24868	3c
0	1	24914	1
0.3	0.6	24885	1
3.3	3.7	24821	7d1
0.8	2	24912	7c,3
0.3	0.7	24879	1
11	24	9009	7d
0.4	0.8	24877	3c
0	0.3	24883	1
1.4	2	24897	7c1,3
0	0.1	23422	2
0.1	0.5	23423	3c
0.8	1.3	24869	7d1,3
0.6	2.5	24886	7d1
0	0.25	24859	1
1	1.3	24872	7d1,3
0.3	0.8	24911	3c
0.25	1.7	24860	3c
2	2.8	24897	7c1
2	4	24880	7d1
2	3	9007	4a
0.1	1.4	24896	3c
2.7	3.2	8287	7de1
1.4	4.2	24890	7d1
0.6	1.9	8286	3d
6.5	9.5	8282	9a
0.7	2	24880	7d12,3
5.3	10.3	8294	9a
0.9	1.4	24890	7d12,3
2.4	3.5	24894	7c1
0	0.1	24895	1
0.15	0.4	23455	3c
2.5	2.9	24916	7c1
0.3	0.6	8285	1
1	1.6	24818	2
0.35	0.5	8281	7d1
0	0.3	24870	1
0.1	0.3	8291	1
0.5	0.9	25151	1
1.1	4.2	24882	7d1
11.8	12.3	8289	12d1
2.1	3.3	24820	6a
0.7	1	24871	3c
0.3	0.9	24889	1
2.1	2.6	25153	4a
0	0.3	8285	1
1.5	2.5	24916	7c,3
1	1.5	24915	3c
1.2	4.1	24888	7d1
0.7	1.1	24882	7d12,3
0.4	1.3	23456	7d1
13.4	13.6	8282	9b
0	2	9006	3c
0.3	0.5	24867	1
1.3	2.5	24872	7d1
0.4	0.8	24874	3c
0	0.3	24918	1
0	0.3	24887	1
3	11	9008	6de
3.2	9.5	8288	9a
0	0.2	24891	1
12.5	12.7	8282	9b
0.3	0.6	24883	1
1.4	2.3	24875	7d1
9.5	11.4	8288	9a
0.9	2.4	24893	6b
0.5	6.5	8282	9ac
0.5	2.1	23424	7d1
0	0.1	8291	1
0.8	1.3	24878	7d1,3
0	0.3	24867	1
1.6	2.1	24819	3d2
1.3	2.1	24869	7d1
0.25	0.4	24876	1
3.9	4.7	10144	7ac
1.8	4.1	24900	6c12
13	13.5	25209	8a
0	0.05	10402	2
0.6	2.9	10356	4a
4.1	4.2	24901	7c2
1.8	3.9	10144	7c1
0	0.05	10405	2
0.2	0.4	9984	2
0	0.2	24898	1
3.2	5.3	10151	6c12
0.8	1.5	10286	2
4.2	4.4	24901	7c1
4.2	5.8	25226	8c1
0.07	0.45	10000	2
0	0.4	24952	1
0.8	4.5	10140	7c1
3.8	5	9832	6e1
4.4	7	25156	6e2
0.2	0.7	10359	3
0.2	0.6	24956	1
9.6	10.2	10144	7ac
3.2	4.1	10136	3
1.2	2.3	9826	3c
3.3	4.3	10366	7d1
0	0.3	24946	1
2.1	3.8	9831	4a
0.3	0.8	10139	3
4.5	6	9836	6e1
0.9	2.5	9834	3c
0.9	2.1	9830	3c
1.8	2.2	24955	8c2
6.6	9.4	10001	7d1
0	0.2	10358	1
0.05	0.6	10405	2
4.1	4.8	10137	7d,3
0	0.2	24943	1
1.6	4.2	10276	7c1
1.1	2.6	10365	4c
18	26	9499	9ab
0.13	0.8	10286	2
0.2	0.8	10080	1
0.1	1.2	9825	2
1	2.5	10001	7d1
6	10	9985	7d2
0.7	1.4	10360	7d1
0.4	4	9985	7d1
4.3	6	10366	7c1
1.4	1.8	10143	6d1
0	0.4	10428	1
0	0.3	10138	1
0.45	1	10000	2
10.2	10.5	10144	7c1
13.5	15	25210	7d1
4.8	6	10137	7d1
12	13	9985	7d1
4	6	9985	7d12
0.3	0.8	24946	1
2.1	3.2	10151	6d12
7.55	8	10409	9a
2.6	3.3	24958	7d1
0.4	1.2	24953	3c
5.8	10	25227	7c1
1.5	4.2	10287	7d1
1.4	11.3	10268	7c1
0.5	1.5	10086	6c1
0.45	1.25	10402	2
0	0.4	25155	1
0	0.2	10149	2
9.5	10.2	25218	7c1
2.3	4.7	9827	4a
0.07	0.8	10266	2
1.2	1.8	24954	7d12
0.4	2.65	10429	6a
0	0.9	9833	1
4.7	5.5	10144	7c1
1.4	2	24948	6d12
3.9	8	10404	9a
26	34	9499	9ae
0.6	1.75	10405	2
0.6	1.7	24957	6c12
0.4	3.5	25156	6e1
2.8	4.2	10083	7c1
0.2	2.1	10150	3
1.6	3.6	24945	7d1
2.5	4.5	9835	4a
4.7	5.9	9828	6e1
0	0.07	9999	1
1.7	2.6	24958	7d12
5.3	7.6	10152	7d12
2.9	6	10357	6e12
1.5	4.5	10087	7c1
2.65	4	10430	7d1
0	0.3	10141	1
0.07	0.6	10274	2
8.6	8.9	25217	8d1
0	4	9498	7c
10	16	9498	7d
2.6	7.55	10408	7c1
7.6	8.6	10152	7d1
44	50	9499	9be
9.6	12	25216	7ac
0	0.2	10085	1
2.5	6.6	10001	7cd1
0	0.07	10274	2
4.2	10	10276	7c1
2.8	3.1	24950	8c12
4.5	12	10140	7ac
0	0.9	10363	1
4	16	10430	7d12
0.8	1.4	24947	3c
0.3	1.2	10102	7d1,3
0	0.9	9829	1
0	0.3	10101	1
8.9	9.5	25218	7d1
0.6	1.6	10275	3
8.2	9.6	25215	8a
0.05	0.45	10402	2
0	0.05	10134	1
0	0.2	10080	1
3.5	4.4	25156	6e12
6	8.2	10137	7c1
2.6	3.3	10365	4b
0	0.1	9824	1
1.75	3.9	10403	7c1
3.1	4	24951	7cd1
0.2	0.5	10085	1
9.4	10	10002	9a
0.05	3.2	10135	2
0.8	2.8	10082	6c1
10	12	9985	7d12
5.5	8.5	10144	7ac
0.3	1.4	10142	3
0.2	1.6	24944	2
0.9	1.1	10364	3d
0	0.2	24956	1
1.25	1.75	10402	2
0	0.2	9984	2
0	0.13	10286	2
8.5	9.6	10144	7c1
4	10	9498	7c
1.4	6	10360	7c1
1.75	2.6	10407	3c
2	2.8	24949	7d12
0	0.6	10355	1
1.2	3	10102	7d1
0	0.07	10266	2
16	18	9498	7e
0.2	1.8	24899	3c
0.8	1.4	10267	3
34	44	9499	9a
4	4.4	13389	6d
4.4	8.85	13390	7d
13	15	9691	9a
8.85	13	9691	9a
21.7	84	11866	9b
1.8	3.5	11865	7d
18.5	20	11865	7ae
6.8	10	11865	7c
12.4	18.5	11865	7bd
84	87.6	11867	12a
0	0.4	11864	1
3.5	5	11865	7c
0.4	1.8	11865	7d
5	6.8	11865	7ac
10	12.4	11865	7bc
20	21.7	11865	7e
0.9	4	25244	6d1
4.2	5.7	11373	6d1
3.3	4	10783	12c1
8.8	10	25252	7c1
12.4	15	11355	9a
0.4	1.3	10771	3c
6	6.7	25230	8a
8	12	23895	7ac
65	69	23897	14-15e,3
2.3	7.6	11335	7c1
2.2	3.8	25267	6d1
39	51	10448	9a
0.6	4	25248	7ac1
45	57	23895	7ad
6	7.3	25232	8a
2.8	3.5	10775	3d12
5.45	9.8	10579	7d1
0.3	0.6	11373	6d12
0.35	2.8	10775	3c
0.3	1	10458	3c
10.1	11	25260	7d12
0.2	0.65	25234	1
0.65	4	25246	7ac1
4.5	5.8	25253	8a
0.9	2.3	11370	6d1
0	1	23894	1
0.5	1.8	10779	3d2
8.25	10.4	25256	7c1
0	0.3	25245	1
6.5	7.5	10733	7d
0	0.2	11352	1
0	0.3	25262	1
1	2	10459	7c1,3
0.7	4	25242	6d1
0.3	1.35	10781	3c
0.35	0.7	25267	6d12
19	30	23895	7ac
7	9	10447	7e
7.5	15	10464	9a
54	57	9442	11e
0.4	1.55	10578	3c
11	13	10447	7c
10.4	12.4	11355	9ac
2.4	4.2	11373	6d1
0.9	6.8	11354	7c1
0	0.2	25235	1
0	0.2	25234	1
23	39	10448	9a
4.2	4.4	25268	7d1
3.2	4	10773	12c1
0.2	0.9	11353	2
0	0.5	10778	1
1.5	2.5	10463	7c1,3
0	0.3	11372	1
0.6	2.1	25265	6d1
0.3	1.5	10462	3c
12	19	23895	7d
6.8	8.25	25255	8c1
9.5	11	11377	7d1
13.5	15.35	11377	7d1
0	0.7	24163	2
0.4	7	11376	6d1
1.6	2	24084	6d
2.8	4.1	10785	3c
0	0.15	10732	1
5	7	10446	1-2
51	54	9442	11ac
5.8	6.8	25254	7c1
0.4	2.8	10785	3c
1.55	1.8	10578	3c
6.8	10	11339	9ac
9	10.1	25259	6d12
9.8	12	25236	9a1
57	59.4	10449	12cd
0	0.4	25264	1
1.3	3.2	10772	7d12
1.1	2.3	11334	3c
0	0.3	25247	1
0.4	0.6	25265	6d12
3.5	4.8	10779	3d2
6	26	9441	9ac
0	0.9	10367	1
3	5	10446	1-2
0	1.3	24082	2c
0.3	0.6	25249	1
2.5	3.7	25263	6d1
2	3	24084	6c
7.6	8.8	25251	8a
0	0.4	10577	1
0	0.3	25249	1
0	1	9439	1
2.2	2.5	24165	7d1
0.3	0.65	25245	1
4.7	5.1	11370	6d1
0	0.4	25241	1
2.1	5.1	10369	4b
5.7	6.3	11374	7d1
0.35	0.9	11370	6d12
0.4	0.55	25235	1
4.6	6	25230	8c1
0	0.4	25243	1
1	6	9440	7c
0.7	2.2	24164	3d
0	0.3	10457	1
0	0.4	11375	1
1.1	2.1	10369	4c
0.13	0.65	10283	2
0.1	1.5	24170	3d
0	0.3	10780	1
13.2	14	25260	7d12
13	21	25239	8a
2.1	3.8	25265	6d1
7.3	7.5	25233	7c1
